,Tweet
2055,"
السلام عليكم ورحمة الله وبركاته اخوي انا تأشيره جديده ومحصن بمصر كيف اقدر اسجل على توكلنا وكيف الخطوات شاكر ومقدر"
2056, السلام عليكم  أمس فحصت في مختبرات      وأرسلوا لي النتيجة سلبية  وزارة الصحة أرسلت أيضا لي   لكن ع                         
2057,                                           عندي عاملة منزلية وصلت بداية اكتوبر وكانت مصابة بكورونا                         
2058,                             ما هو رد وزارة الصحة كلمتهم ألف مرة ويقولون التعديل من عند توكلنا آمل                         
2059,"     حفاظاً على سرية معلوماتك الشخصية؛ نأمل مشاركة معلوماتك عبر الرسائل الخاصة فقط  
 تطبيق توكلنا                        "
2060,                 أهلًا بك، يرجى التواصل مع الزملاء                  لإفادتك  سعدنا بتواصلك
2061, هل يطبق الحجر المؤسسي على المقيم في الامارات اذا كان أكمل جرعتين في الامارات وهو قادم بتأشيرة زيارة عمل ؟
2062,                                                                                                                            
2063, لا محد رد علي
2064,   لو سمحت انا اخدت خروج نهائى ومعايا تاشيرة جديدة ومحصن الجرعتين بالمملكه ومعايا مايثبت توكلنا وصحتى اقدر ارجع مباشر
2065, لم يتم معالجة المشكلة بعد ارجو حلها انا متضرر
2066,"

لا يمكن خدمة صاحب الهوية
الرجاء الاطلاع على الخاص                        "
2067," 
الرجاء الرد على الخاص"
2068," مرحبا 
انا اخذت الجرعتين وطلعت لي بالتطبيق اتممت الجرعتين 
بعدها رجعت اشيك ع التطبيق لقيت فقط جرعه                         "
2069,"                                                   قبل ساعة نشر تطبيق  توكلنا
              
الجرعة                         "
2070, شوفوا الخاص
2071,              نفس المشكله
2072,"مقيم خرج بتأشيرة خروج وعودة والان يريد العودة وأخذ جرعتي لقاح خارج المملكة مالذي يفعل ليتم اعتمادها

"
2073,              لازم جرعتين اذا بطلع للاماكن العامه والمحلات او جرعه وحده تكفي؟
2074,  لازم جرعتين اذا بطلع للاماكن العامه والمحلات او جرعه وحده تكفي؟
2075,            لو سمحت انا اخذت شهاده التطعيم في مصر كيف ارفعها علي توكلنا
2076, لو يفعل تطبيق توكنا هروب العمالة بتصير خطوه جبارة جدا بتحمي البلد من هروب العمالة المتخلفة  في حال                         
2077, رديت شوف الخاص
2078, رجاءا الرد  
2079,                أخي مشكور على الرد والنصيحه وأنا لم أضطر لنشر بياناتي على العام إلا لأني لم أجد رد في الرسائل الخاصة
2080,                تواصلت مع الصحة وتم عمل طلب ولهذا تم التعديل في توكلنا ولكن تعديل غلط بدل أن يكتبوا                         
2081,                                                                                                                            
